customer_id,first_name,last_name,age,gender,education,employment_status,job_title,company,sector,income,marital_status,customer_segment,credit_score,account_balance,loyalty_score,preferred_contact,email,phone,address,registration_date,years_as_customer
CUST_000489,Thomas,Reyes,25,O,Some College,Employed,Doctor,Wilson-Zamora,Healthcare,30746,Married,Bronze,701,327.13,3.3,App,thomas.reyes@yahoo.com,001-931-867-8071,"3303 Curtis Isle Apt. 031, Cardenasville, LA 66045",2025-01-17,0.6
CUST_000490,Steven,Valentine,65,F,Bachelors,Employed,Merchandiser,Richardson-Whitaker,Retail,94863,Single,Gold,709,6403.63,8.4,Phone,steven.valentine@yahoo.com,537.974.3949,"1400 Jessica Tunnel, North Alexandraberg, ME 95609",2022-09-19,2.9
CUST_000491,Katrina,Howe,23,O,Bachelors,Employed,Data Scientist,Koch LLC,Technology,61218,Single,Silver,707,3311.81,5.0,Email,katrina.howe@gmail.com,(405)653-1112x5893,"921 Matthews Haven Apt. 914, South Kelsey, NC 97196",2025-07-21,0.1
CUST_000492,Caitlin,Hernandez,55,M,Masters,Employed,Sales Associate,Williams Group,Retail,109110,Divorced,Gold,755,11161.16,7.2,Email,caitlin.hernandez@yahoo.com,+1-495-829-5214x948,"Unit 1003 Box 2923, DPO AP 75087",2025-02-14,0.5
CUST_000493,Thomas,Alvarez,29,F,Masters,Employed,Merchandiser,"Phillips, Ellis and Horn",Retail,54508,Single,Silver,686,695.91,7.2,SMS,thomas.alvarez@hotmail.com,001-370-659-1840x5372,"8207 Thomas Neck, Stephaniemouth, PR 20734",2021-02-10,4.5
CUST_000494,Kelly,Fernandez,21,O,High School,Employed,Financial Analyst,Burgess-Cherry,Finance,30082,Single,Bronze,689,381.56,4.2,SMS,kelly.fernandez@yahoo.com,+1-906-648-9439,"73682 Rogers Greens Apt. 568, Wilsonshire, IA 05438",2023-04-02,2.4
CUST_000495,Leah,Rodriguez,19,O,High School,Student,,,,18566,Single,Bronze,629,158.67,3.5,SMS,leah.rodriguez@gmail.com,290-599-6144x97801,"73690 King Plains Suite 579, New Stephanie, MN 56240",2024-08-30,0.9
CUST_000496,Frank,Davis,65,M,Some College,Self-Employed,Principal,Garza PLC,Education,82519,Married,Gold,736,2845.61,8.4,Phone,frank.davis@yahoo.com,444.212.3065x645,"01181 King Plains Suite 250, Coreybury, MH 30126",2022-11-11,2.7
CUST_000497,Autumn,Russell,23,M,Some College,Employed,Sales Associate,Huff PLC,Retail,40786,Single,Silver,694,1139.97,7.3,Email,autumn.russell@yahoo.com,271.266.9357,"541 Gregory Meadows, Johnton, IN 15912",2021-01-08,4.6
CUST_000498,Angela,Walker,73,M,Some College,Employed,Cashier,"Mcdonald, Leonard and Kane",Retail,85118,Married,Gold,780,5735.27,7.1,Email,angela.walker@gmail.com,(865)780-4762x66123,"46165 Padilla Fall, Anthonyborough, NM 75212",2025-06-29,0.1
CUST_000499,Tiffany,Lee,61,O,Bachelors,Employed,Software Engineer,"Noble, Gregory and Taylor",Technology,82779,Married,Gold,703,2100.64,7.3,Mail,tiffany.lee@gmail.com,923-946-9634x99825,"952 Nelson Row, Brownport, MI 88524",2025-02-08,0.5
CUST_000500,Theresa,Clark,20,O,Some College,Employed,Data Scientist,Brown-Pruitt,Technology,26776,Married,Bronze,660,305.48,5.3,SMS,theresa.clark@hotmail.com,982.674.8001x81786,"2073 Bob Row Apt. 701, Vincentview, PA 46080",2021-01-18,4.6
CUST_000501,Kevin,Palmer,77,M,Some College,Retired,,,,62839,Married,Silver,734,1047.78,7.2,Phone,kevin.palmer@yahoo.com,+1-647-221-3388x4600,"164 Clayton Spurs Suite 569, Macdonaldside, CA 29264",2021-04-21,4.3
CUST_000502,Katrina,Johnson,48,F,Bachelors,Employed,Product Manager,Villanueva Ltd,Technology,87704,Married,Gold,754,9255.97,9.4,Phone,katrina.johnson@yahoo.com,(581)687-2678x54927,"198 Thomas Brooks, Newtonton, RI 67111",2020-11-22,4.7
CUST_000503,Lisa,Mills,29,O,Bachelors,Employed,Teacher,Stephens Ltd,Education,69087,Single,Silver,672,1911.39,5.9,SMS,lisa.mills@yahoo.com,(803)494-6324x972,"2761 Rachel Stream Apt. 351, Blairberg, NM 64872",2023-10-11,1.8
CUST_000504,Clifford,Martinez,25,M,Bachelors,Self-Employed,Medical Technician,Wright-Barton,Healthcare,60477,Married,Silver,632,694.64,7.0,SMS,clifford.martinez@yahoo.com,+1-320-426-6754x932,"709 Paul Grove Apt. 229, Bowenview, OH 83123",2021-07-25,4.0
CUST_000505,Erika,Thomas,47,M,Bachelors,Employed,Pharmacist,"Osborn, Reynolds and Smith",Healthcare,68413,Divorced,Silver,686,3285.1,6.3,SMS,erika.thomas@yahoo.com,(969)913-9351,"793 Cassandra Gardens Suite 539, Jennastad, RI 66982",2022-12-29,2.6
CUST_000506,Kenneth,James,73,O,PhD,Retired,,,,83868,Single,Gold,777,7483.63,7.4,Mail,kenneth.james@gmail.com,355.531.7981x1479,"706 Barton Shores, Port Lynn, NC 93120",2024-09-17,0.9
CUST_000507,George,Beltran,27,M,Some College,Employed,Doctor,Hall and Sons,Healthcare,56657,Married,Silver,705,3154.13,5.9,App,george.beltran@hotmail.com,604.301.8312x59741,"10558 Wall Harbor Apt. 232, Erikfurt, SD 94623",2023-09-22,1.9
CUST_000508,Wendy,Kent,35,O,Bachelors,Employed,Principal,"Holmes, Gonzalez and Hughes",Education,49375,Single,Silver,664,2774.23,5.9,Email,wendy.kent@hotmail.com,(225)842-2587x751,"PSC 1427, Box 5403, APO AA 03353",2023-11-26,1.7
CUST_000509,Douglas,Gregory,69,F,Masters,Retired,,,,65811,Divorced,Silver,737,2780.63,6.2,Mail,douglas.gregory@hotmail.com,+1-475-749-5985,"686 Page Garden Apt. 248, Kristinmouth, GA 57214",2023-03-18,2.4
CUST_000510,Michelle,Pope,34,O,Some College,Employed,Doctor,Boyer and Sons,Healthcare,58113,Married,Silver,738,1977.65,7.3,Email,michelle.pope@yahoo.com,709.822.3092x113,"76701 Danielle Greens Apt. 095, New Christophershire, PR 79764",2021-01-09,4.6
CUST_000511,Julia,Vazquez,59,O,Masters,Self-Employed,Product Manager,Haynes LLC,Technology,126633,Divorced,Platinum,733,29018.72,10.0,Phone,julia.vazquez@yahoo.com,(799)636-8249,"824 Lisa View, Amandaburgh, WA 76238",2020-08-17,5.0
CUST_000512,Audrey,Brooks,70,F,Bachelors,Retired,,,,70115,Married,Gold,733,1812.32,7.7,Email,audrey.brooks@yahoo.com,205.995.1546,"USNS Hernandez, FPO AE 08524",2024-02-23,1.5
CUST_000513,Joseph,Peterson,69,O,Masters,Retired,,,,75634,Married,Gold,688,2440.48,7.0,Phone,joseph.peterson@yahoo.com,201-582-0870x6649,"6363 Parsons Pike, Port Whitney, MP 30432",2025-07-18,0.1
CUST_000514,Samuel,Johnson,46,O,Masters,Employed,Medical Technician,Reed Ltd,Healthcare,91036,Married,Gold,756,2950.76,7.0,Phone,samuel.johnson@yahoo.com,5473072465,"810 Cynthia Gateway Suite 282, Warrenfurt, PR 79122",2025-08-03,0.0
CUST_000515,Lynn,White,48,M,Bachelors,Employed,Cashier,Harris Ltd,Retail,80450,Married,Gold,707,5836.04,9.4,Email,lynn.white@gmail.com,639-292-9517x45827,"911 Pierce Loaf, Wellshaven, PW 40326",2020-10-30,4.8
CUST_000516,Stacy,Frazier,63,O,Some College,Employed,Investment Advisor,Fisher-Flores,Finance,61804,Divorced,Silver,690,1073.79,7.1,Phone,stacy.frazier@gmail.com,+1-365-854-0906x63927,"947 Nicholas Dale, Lopezland, AS 55941",2021-07-04,4.1
CUST_000517,Alyssa,Alexander,68,O,Some College,Employed,Bank Manager,Oliver Ltd,Finance,71615,Divorced,Gold,744,3561.42,8.8,Phone,alyssa.alexander@yahoo.com,449.914.0072x2527,"98457 Mcguire Knoll Apt. 292, Howellfurt, DC 38248",2021-12-09,3.7
CUST_000518,Sean,Mcbride,64,O,Some College,Employed,Professor,"Hall, Rose and Webb",Education,68046,Divorced,Silver,702,1001.58,7.5,Mail,sean.mcbride@gmail.com,467.236.4040x816,"3579 Joshua Squares, Daltonport, NH 59687",2020-09-15,4.9
CUST_000519,Olivia,Miller,45,O,Masters,Self-Employed,Investment Advisor,Stevens-Velazquez,Finance,118129,Divorced,Gold,739,9106.46,7.5,SMS,olivia.miller@hotmail.com,293-767-5855,"645 Miller Meadow, Isabellafurt, AZ 87726",2024-08-07,1.0
CUST_000520,Stephen,Anthony,59,M,Bachelors,Self-Employed,Product Manager,Ewing PLC,Technology,99250,Married,Gold,771,11271.13,8.6,Email,stephen.anthony@hotmail.com,(971)870-0842x98499,"4723 Carol Hill, Port Travisburgh, MP 71763",2022-06-25,3.1
CUST_000521,Michael,Rosales,62,M,Masters,Self-Employed,Medical Technician,Chung-Brown,Healthcare,138958,Divorced,Platinum,756,24513.57,10.0,Email,michael.rosales@gmail.com,+1-786-466-0775x3128,"506 Sandra Locks, Lake Annachester, CO 61375",2021-10-28,3.8
CUST_000522,Jennifer,Long,64,O,Bachelors,Employed,Merchandiser,"Morales, Orozco and Johnston",Retail,93346,Single,Gold,728,6366.67,8.8,Phone,jennifer.long@hotmail.com,821-490-9298,"97783 Christine Point Apt. 269, Lake Jesusburgh, KY 33216",2022-01-16,3.6
CUST_000523,Jennifer,Odonnell,69,F,Bachelors,Employed,Data Scientist,"Archer, Ballard and Costa",Technology,82865,Married,Gold,700,7316.21,7.4,Mail,jennifer.odonnell@hotmail.com,+1-959-791-4605x182,"1625 Blevins Causeway, Mcmillanfurt, FL 03331",2024-10-16,0.8
CUST_000524,Nicole,Brown,76,M,PhD,Retired,,,,89412,Married,Gold,720,9213.52,8.6,Email,nicole.brown@gmail.com,(780)330-3539x4606,"USNS King, FPO AA 64346",2022-06-16,3.2
CUST_000525,Mike,Mcguire,72,M,Some College,Employed,Merchandiser,"Walker, Jones and Wyatt",Retail,73356,Married,Gold,733,8076.08,7.7,Phone,mike.mcguire@gmail.com,312.772.5552x05970,"56704 Alison Crescent, Sanchezport, MN 91566",2024-03-13,1.4
CUST_000526,Megan,Hall,74,M,Masters,Retired,,,,67186,Married,Silver,702,1190.02,7.4,Mail,megan.hall@yahoo.com,705.755.1699,"1621 Joseph Courts Apt. 533, Port Danielland, VA 43613",2020-09-27,4.9
CUST_000527,Jessica,Martin,20,M,Bachelors,Student,,,,8390,Single,Bronze,671,44.47,5.1,Email,jessica.martin@yahoo.com,(435)696-6130,"8822 York Trail Suite 965, New Alyssa, NM 54029",2021-05-07,4.3
CUST_000528,Catherine,Garcia,50,F,Masters,Self-Employed,Nurse,Roy Ltd,Healthcare,110823,Married,Gold,747,8350.6,8.9,Email,catherine.garcia@gmail.com,+1-754-740-2463x5058,"USNV Watts, FPO AA 21620",2021-10-07,3.8
CUST_000529,Alicia,Kidd,72,F,Some College,Retired,,,,48657,Married,Silver,715,2298.21,5.7,Phone,alicia.kidd@hotmail.com,329.262.8536x6134,"9062 Norman Locks Apt. 502, Brendachester, IN 67059",2024-04-06,1.3
CUST_000530,Sergio,Johnson,39,O,PhD,Employed,Cashier,"Mcdonald, Russo and Taylor",Retail,107843,Married,Gold,777,7312.25,7.3,Phone,sergio.johnson@hotmail.com,(782)415-6039,"078 Michael Island Suite 475, Lake Danny, MD 08570",2025-02-08,0.5
CUST_000531,Jennifer,Page,76,M,Bachelors,Retired,,,,59071,Divorced,Silver,731,2065.39,6.4,Email,jennifer.page@gmail.com,540.350.5488x0777,"5517 Miller Viaduct, Greeneshire, MN 96841",2022-09-30,2.9
CUST_000532,Jose,Owens,52,M,Bachelors,Self-Employed,School Counselor,Johnson Group,Education,96949,Divorced,Gold,698,4740.77,8.9,Email,jose.owens@yahoo.com,(845)556-8916x686,"0673 Kendra Coves, Hendrickston, VT 37293",2021-09-20,3.9
CUST_000533,Kathryn,Marshall,47,F,Masters,Employed,Medical Technician,Alvarez-Sullivan,Healthcare,84101,Married,Gold,702,2587.37,9.1,SMS,kathryn.marshall@yahoo.com,(701)355-1406x2330,"3178 Daniels Station Apt. 829, South Tina, VA 78514",2021-05-10,4.3
CUST_000534,Brandi,Curry,51,F,Bachelors,Unemployed,,,,5657,Divorced,Bronze,558,56.29,5.3,SMS,brandi.curry@yahoo.com,6437709598,"USNV Cooper, FPO AE 34854",2021-01-15,4.6
CUST_000535,Caroline,Jordan,64,O,Some College,Employed,Financial Analyst,Scott-Johnson,Finance,71602,Married,Gold,730,2805.08,7.1,Email,caroline.jordan@hotmail.com,(531)805-8448x5584,"3602 Smith Haven Apt. 597, New Mariahville, MP 65844",2025-05-05,0.3
CUST_000536,Stephanie,Hernandez,69,M,Masters,Retired,,,,81562,Divorced,Gold,722,4480.35,7.7,Phone,stephanie.hernandez@hotmail.com,001-719-691-6868x3292,"27857 George Isle, South Luke, VA 70701",2024-02-18,1.5
CUST_000537,Tony,Soto,57,O,Some College,Employed,Financial Analyst,"Decker, Bonilla and James",Finance,64981,Divorced,Silver,687,2274.59,6.1,Email,tony.soto@gmail.com,922.691.5258x90496,"3251 Nathan Viaduct, Dianeburgh, NC 51638",2023-06-11,2.2
CUST_000538,Timothy,Smith,59,O,Masters,Employed,Product Manager,Eaton-Holloway,Technology,88504,Divorced,Gold,724,3057.73,8.1,SMS,timothy.smith@hotmail.com,(343)803-7151x940,"743 Zimmerman Centers, Alishahaven, PR 46723",2023-05-05,2.3
CUST_000539,Crystal,Conner,59,M,Some College,Employed,School Counselor,Goodman PLC,Education,73849,Single,Gold,744,7586.67,7.9,Email,crystal.conner@gmail.com,(242)315-9881,"5162 Jade Rue Suite 655, Brendaport, VI 21541",2023-11-17,1.7
CUST_000540,Tamara,Brown,62,F,Some College,Employed,Doctor,Smith LLC,Healthcare,64558,Married,Silver,761,1297.39,5.2,Phone,tamara.brown@yahoo.com,945-666-5320,"6879 Herring Keys Apt. 754, Dianachester, MI 46986",2025-03-28,0.4
CUST_000541,Danielle,Powers,23,O,Bachelors,Self-Employed,Merchandiser,Collins PLC,Retail,79581,Married,Gold,656,2737.6,8.3,App,danielle.powers@gmail.com,(307)678-5326x5083,"344 Santiago Forge Apt. 044, South Richard, TX 81981",2023-01-04,2.6
CUST_000542,Sean,Santos,40,O,Some College,Employed,School Counselor,"Mcbride, Buchanan and Mitchell",Education,41707,Married,Silver,713,1125.02,6.2,Email,sean.santos@gmail.com,001-769-577-8552,"1419 Flowers Mill, East Angela, GA 14528",2023-03-21,2.4
CUST_000543,Emily,Williams,30,F,High School,Employed,Pharmacist,Palmer PLC,Healthcare,42219,Married,Silver,649,1722.02,6.0,Email,emily.williams@yahoo.com,(497)503-4973x2417,"4438 Romero Parks, Thompsonfort, DE 70556",2023-07-17,2.1
CUST_000544,Paul,Fields,45,F,Bachelors,Self-Employed,Data Scientist,"Smith, Watkins and Wood",Technology,98147,Married,Gold,734,6831.93,7.4,Email,paul.fields@hotmail.com,884.847.0604,"USS Yoder, FPO AP 19676",2024-09-30,0.9
CUST_000545,Rhonda,Brown,40,O,Bachelors,Employed,Professor,Moore-Terry,Education,54065,Married,Silver,692,1184.37,5.1,Phone,rhonda.brown@gmail.com,001-222-307-4034x1701,"Unit 0863 Box 6092, DPO AA 83157",2025-05-15,0.2
CUST_000546,Crystal,Hall,21,M,Some College,Student,,,,3229,Single,Bronze,632,24.94,3.6,SMS,crystal.hall@hotmail.com,682-330-8086,"Unit 9562 Box 8036, DPO AP 17099",2024-04-28,1.3
CUST_000547,Larry,Williams,53,O,PhD,Employed,Accountant,Wagner-Browning,Finance,124481,Divorced,Platinum,723,25561.97,9.6,SMS,larry.williams@hotmail.com,467.688.4073x635,"186 Samantha Alley, South Meghan, PA 58033",2024-05-30,1.2
CUST_000548,Steven,Green,66,F,Bachelors,Retired,,,,42611,Widowed,Silver,719,773.79,6.5,Phone,steven.green@yahoo.com,396.753.8221x2741,"7266 Gregory Forges Apt. 849, Port Ashleestad, NJ 88472",2022-08-20,3.0
CUST_000549,Darryl,Hernandez,80,F,Some College,Retired,,,,51101,Married,Silver,754,1009.02,6.7,Email,darryl.hernandez@gmail.com,+1-931-209-5227x14793,"1326 Long Loaf Suite 472, Deleonside, ME 13370",2022-04-03,3.4
CUST_000550,Joseph,Miller,23,F,High School,Employed,Financial Analyst,Benton-Harris,Finance,22376,Single,Bronze,634,607.51,3.0,Email,joseph.miller@gmail.com,473-368-8024,"Unit 2732 Box 4649, DPO AP 27693",2025-07-29,0.0
CUST_000551,Deborah,Bailey,65,M,PhD,Self-Employed,Pharmacist,Jenkins PLC,Healthcare,172648,Single,Platinum,807,21465.05,9.8,Phone,deborah.bailey@hotmail.com,+1-972-648-5108x3819,"PSC 0542, Box 1420, APO AP 64130",2023-12-01,1.7
CUST_000552,Luis,Dean,40,M,PhD,Self-Employed,Financial Analyst,Black-Hicks,Finance,128287,Married,Platinum,724,6792.51,9.7,Email,luis.dean@yahoo.com,+1-456-976-2597,"03649 Michael Bridge Suite 698, North Kathy, DC 16920",2024-03-07,1.4
CUST_000553,Monica,Snow,61,F,Bachelors,Employed,Pharmacist,"King, Smith and Wong",Healthcare,80568,Married,Gold,717,4109.33,8.6,Phone,monica.snow@hotmail.com,(799)599-9989,"49611 David Creek, Loribury, DC 80608",2022-05-17,3.2
CUST_000554,Isabella,Brady,66,M,Some College,Retired,,,,51117,Divorced,Silver,753,2504.05,6.3,Phone,isabella.brady@yahoo.com,372.709.7211x5372,"5919 Robert Walks, Weaverview, MN 69841",2022-12-12,2.7
CUST_000555,Daisy,Ortega,34,F,PhD,Employed,Sales Associate,Gray-Spencer,Retail,93850,Married,Gold,745,7381.34,8.3,SMS,daisy.ortega@gmail.com,001-773-736-7595,"54954 Hoffman Place, Allenport, ND 70980",2023-01-08,2.6
CUST_000556,Evelyn,Mccall,52,O,Some College,Employed,Data Scientist,Day PLC,Technology,63102,Married,Silver,715,2014.75,6.1,Email,evelyn.mccall@gmail.com,606.723.4826,"PSC 8205, Box 1347, APO AP 58037",2023-06-17,2.1
CUST_000557,Stephen,Weber,26,F,Bachelors,Self-Employed,Data Scientist,French Group,Technology,62171,Single,Silver,669,1776.86,6.4,Email,stephen.weber@hotmail.com,974-585-8917,"5850 Brown Mission Apt. 003, West Ronaldfurt, NJ 39279",2022-11-14,2.7
CUST_000558,David,Barker,39,M,Some College,Employed,Investment Advisor,"Ruiz, Allen and Anderson",Finance,62615,Single,Silver,703,987.53,5.4,Email,david.barker@hotmail.com,3205424571,"700 Campbell Row, Jordanview, VI 01910",2024-10-06,0.8
CUST_000559,Brittany,Robinson,49,F,Bachelors,Employed,Financial Analyst,"Sherman, Bryant and Smith",Finance,61635,Single,Silver,743,2752.29,6.2,Email,brittany.robinson@yahoo.com,622.294.1399,"71614 Kelly Passage, Patriciachester, MS 24383",2023-02-09,2.5
CUST_000560,Ronald,Lawrence,49,F,Masters,Employed,Investment Advisor,"Larson, Torres and Hansen",Finance,88067,Married,Gold,760,2863.27,7.2,SMS,ronald.lawrence@gmail.com,228-562-3255,"802 Thomas Hills, Washingtonberg, PW 90251",2025-04-13,0.3
CUST_000561,Amanda,Griffin,38,O,PhD,Employed,Bank Manager,Roach-Anderson,Finance,104690,Married,Gold,718,8430.86,8.3,Phone,amanda.griffin@gmail.com,8515101092,"PSC 5764, Box 6882, APO AE 57702",2023-01-06,2.6
CUST_000562,Jamie,Johnson,61,O,Masters,Employed,Bank Manager,"Mitchell, Mckee and Jones",Finance,115819,Widowed,Gold,735,11397.15,8.6,Email,jamie.johnson@yahoo.com,001-697-736-6418x160,"6601 Victor Flats Apt. 333, Lake Kathryn, VA 85447",2022-06-20,3.1
CUST_000563,Kevin,Pearson,34,M,High School,Employed,Principal,Carrillo-Bell,Education,33491,Married,Bronze,669,778.43,4.6,Email,kevin.pearson@yahoo.com,+1-697-574-1551x48617,"Unit 4137 Box 9521, DPO AP 21689",2022-06-29,3.1
CUST_000564,Maria,Craig,47,O,Some College,Self-Employed,Merchandiser,"Murray, Lawrence and Miranda",Retail,60924,Single,Silver,725,887.22,6.4,Email,maria.craig@hotmail.com,586.476.2626x7205,"9111 Brown Plaza, New Thomasberg, CT 87226",2022-11-20,2.7
CUST_000565,Andre,Sims,35,O,High School,Employed,Product Manager,Smith-Taylor,Technology,39123,Married,Bronze,696,748.74,4.0,SMS,andre.sims@gmail.com,(540)547-5758x40676,"7476 Morris Loaf Apt. 304, Floresberg, NE 70961",2023-07-27,2.0
CUST_000566,Lori,Figueroa,23,F,High School,Employed,DevOps Engineer,Ryan Group,Technology,31265,Married,Bronze,643,703.09,5.1,Email,lori.figueroa@yahoo.com,579-616-9829,"3375 Daniel Camp, Herrerastad, NM 00605",2021-05-07,4.3
CUST_000567,Sheri,Quinn,68,O,Masters,Retired,,,,60808,Married,Silver,699,2493.54,6.6,Email,sheri.quinn@gmail.com,(794)262-1260x57465,"656 Cynthia Circles Apt. 351, Charlesborough, MO 52099",2022-06-13,3.2
CUST_000568,Jessica,Brown,72,O,Bachelors,Employed,Sales Associate,"Coleman, James and Rodriguez",Retail,81366,Single,Gold,757,6077.97,7.6,Phone,jessica.brown@gmail.com,968.859.1858,"685 King Street, Hawkinsfort, HI 64545",2024-06-14,1.2
CUST_000569,Nichole,Brown,30,F,Some College,Unemployed,,,,13209,Single,Bronze,561,330.8,4.0,Email,nichole.brown@yahoo.com,(340)846-7276x6515,"USNV Newman, FPO AE 27208",2023-07-09,2.1
CUST_000570,Barbara,Jones,39,O,Masters,Employed,Pharmacist,Barton-Bowman,Healthcare,82510,Single,Gold,772,8335.38,9.3,Phone,barbara.jones@yahoo.com,(950)859-5174x309,"07441 Jamie Crossing Apt. 272, New Robert, FM 38625",2020-12-08,4.7
CUST_000571,Gloria,Boyer,58,F,Bachelors,Self-Employed,Product Manager,"Johnson, Young and Beck",Technology,115156,Married,Gold,772,7543.75,8.4,Email,gloria.boyer@gmail.com,389.788.7193x0175,"3585 Gonzales Fords Suite 357, Matthewberg, AL 25596",2022-11-10,2.7
CUST_000572,Zachary,Norman,63,M,Masters,Unemployed,,,,16348,Divorced,Bronze,603,155.19,4.7,Email,zachary.norman@hotmail.com,001-319-766-2039,"19247 Henry Ville Apt. 675, Stricklandbury, SC 05626",2022-02-11,3.5
CUST_000573,Morgan,Howard,25,F,High School,Unemployed,,,,5636,Married,Bronze,579,80.41,4.3,Email,morgan.howard@gmail.com,645-630-9699,"35851 Jackson Forks, West Garyfurt, MO 91097",2023-02-01,2.5
CUST_000574,Jodi,Combs,33,M,Some College,Employed,Cashier,Roberts-Crawford,Retail,47414,Single,Silver,680,1945.53,6.2,Phone,jodi.combs@yahoo.com,001-632-695-9191x93347,"21307 Carr Forks Suite 889, New Shaneside, CA 98262",2023-04-16,2.3
CUST_000575,Erica,Davis,47,M,Masters,Employed,Principal,Glover Group,Education,77910,Single,Gold,688,2131.79,8.6,Email,erica.davis@yahoo.com,001-502-621-3891x93638,"5510 Michael Shoal Suite 484, East Jay, FL 44060",2022-05-01,3.3
CUST_000576,Andrew,Serrano,44,O,Masters,Employed,Medical Technician,Smith-Davenport,Healthcare,90255,Married,Gold,786,7248.42,9.4,Email,andrew.serrano@gmail.com,+1-710-384-2341x94295,"2687 Gilmore Trafficway Suite 722, Garciamouth, IA 31912",2020-11-27,4.7
CUST_000577,Calvin,Strong,52,M,Masters,Employed,Nurse,"Sheppard, Huffman and Hobbs",Healthcare,101048,Married,Gold,737,6826.53,9.4,Email,calvin.strong@gmail.com,449.391.8150x416,"49047 Eric Shoal, Kellyport, SC 53973",2020-11-19,4.7
CUST_000578,Heather,Hall,65,O,PhD,Self-Employed,Professor,Bray-Anderson,Education,150954,Widowed,Platinum,713,6371.64,10.0,Phone,heather.hall@gmail.com,924.475.8990,"959 Steven Fort Apt. 974, South Vincent, AS 64690",2022-06-27,3.1
CUST_000579,Robert,Brown,52,F,Some College,Employed,School Counselor,Sullivan-Saunders,Education,55620,Widowed,Silver,717,1622.11,5.5,Phone,robert.brown@hotmail.com,(746)342-3770x963,"86893 Gomez Squares, Phyllisberg, MS 24637",2024-08-30,0.9
CUST_000580,Angela,Kerr,40,F,PhD,Employed,Professor,Watson-Kemp,Education,102497,Married,Gold,762,8403.86,8.5,Email,angela.kerr@hotmail.com,458.869.9620,"748 Wendy Forks, Rossview, AS 74160",2022-07-11,3.1
CUST_000581,Jennifer,Hood,21,F,Bachelors,Student,,,,21740,Single,Bronze,697,159.84,4.4,Email,jennifer.hood@gmail.com,382.670.0397,"87472 Anthony Ridge Suite 637, West Adam, TN 46537",2022-09-26,2.9
CUST_000582,Shannon,Hughes,32,F,High School,Employed,Medical Technician,Schmidt PLC,Healthcare,42863,Single,Silver,660,1475.53,6.3,SMS,shannon.hughes@yahoo.com,+1-413-636-2086,"USCGC Johnson, FPO AP 60767",2022-12-10,2.7
CUST_000583,Matthew,Allison,18,O,Bachelors,Student,,,,26875,Single,Bronze,630,222.58,4.0,App,matthew.allison@hotmail.com,(338)673-3815,"PSC 7291, Box 2830, APO AA 49024",2023-07-06,2.1
CUST_000584,Robin,Murphy,65,M,PhD,Employed,Cashier,Gray-Miller,Retail,126590,Divorced,Platinum,767,16519.97,10.0,Phone,robin.murphy@hotmail.com,941.269.9362x2701,"183 Sandra Springs Apt. 872, West Wendy, ME 93459",2022-03-07,3.4
CUST_000585,Jason,Johnson,43,O,PhD,Employed,Medical Technician,"Watkins, Taylor and Moore",Healthcare,89059,Married,Gold,789,9525.28,9.1,Email,jason.johnson@gmail.com,5005058118,"25867 Fisher Walks Suite 430, Stephaniechester, MA 69356",2021-06-20,4.1
CUST_000586,Loretta,Reynolds,33,O,Masters,Self-Employed,Merchandiser,Hart Ltd,Retail,83655,Married,Gold,663,3113.32,9.4,SMS,loretta.reynolds@yahoo.com,+1-833-667-8180x583,"302 Penny Summit, South Robertport, NE 63161",2020-10-20,4.8
CUST_000587,Kelly,Morrow,76,M,PhD,Retired,,,,86439,Divorced,Gold,696,4950.62,8.0,Phone,kelly.morrow@hotmail.com,(385)768-8516,"512 Joel Corners Apt. 953, Lake Kathleen, FM 43648",2023-08-03,2.0
CUST_000588,Brandon,Newman,24,M,Bachelors,Self-Employed,Doctor,Wilson-Acosta,Healthcare,67258,Married,Silver,684,864.66,6.3,Email,brandon.newman@gmail.com,285-359-7432x0187,"5046 Sanchez Cliff Apt. 062, Port Theresa, VI 95510",2023-01-01,2.6
CUST_000589,Sean,Rowland,44,O,Bachelors,Employed,Bank Manager,Morgan-Wood,Finance,79430,Single,Gold,723,1788.79,8.5,Email,sean.rowland@yahoo.com,713-225-7225x9509,"846 Tracey Summit Apt. 133, South Brittany, PA 24039",2022-08-08,3.0
CUST_000590,Edward,Frank,24,F,High School,Employed,Data Scientist,Ballard LLC,Technology,23523,Single,Bronze,647,317.87,4.7,App,edward.frank@gmail.com,(744)727-9872,"816 Jason Stravenue Suite 315, Lake Jennifer, CO 00542",2022-03-01,3.4
CUST_000591,John,Brown,37,O,Some College,Employed,Bank Manager,"Howard, Chapman and Rosales",Finance,49348,Married,Silver,749,1771.39,6.3,Email,john.brown@yahoo.com,904-522-7496x6598,"8864 Brown Crescent Apt. 508, East Taylorhaven, MI 44334",2023-01-31,2.5
CUST_000592,Brittany,Rich,52,F,PhD,Employed,Teacher,Vazquez-Moore,Education,116291,Widowed,Gold,723,2425.22,7.8,Phone,brittany.rich@hotmail.com,(773)446-9098,"34546 Stevenson Circles, West Luismouth, KS 22802",2024-01-09,1.6
CUST_000593,Nicholas,Gonzales,46,O,PhD,Employed,Sales Associate,"Lynch, Rogers and Fletcher",Retail,92811,Single,Gold,705,6046.65,9.1,SMS,nicholas.gonzales@hotmail.com,+1-672-906-4932x141,"80772 Chris Harbor, Lake Amanda, MO 89572",2021-05-16,4.2
