customer_id,first_name,last_name,email,phone,address,age,gender,education,employment_status,marital_status,region,income,credit_score,account_balance,monthly_spend,num_transactions,days_since_last_purchase,satisfaction_score,loyalty_years,website_visits,customer_segment,registration_date
CUST_001043,Penny,Schmidt,penny.schmidt@email.com,+1-402-359-1204x637,"0323 Hicks Cliffs Apt. 295, Dianeshire, OK 64687",39,F,Bachelor's,Employed,Single,North,45824,715,494.16,158.62,8,6,6.4,2.7,14,Medium_Income_Low_Spend,2023-01-10
CUST_001044,John,Perez,jperez@yahoo.com,693.995.7955x192,"17367 Jeffery Pines, Hernandezstad, MO 86082",50,M,Bachelor's,Employed,Married,West,61588,504,721.73,1704.73,18,16,8.0,8.0,9,Medium_Income_High_Spend,2022-02-05
CUST_001045,Joel,Jordan,joel_jordan@outlook.com,225-284-2330,"82924 William Fork, Port Daniel, FM 62328",63,M,Some College,Employed,Married,Central,27639,380,219.54,272.27,13,49,6.3,6.0,6,Low_Income_Low_Spend,2023-11-06
CUST_001046,Melanie,Boyd,mboyd@yahoo.com,712.473.6548,"01970 Taylor Mountains Suite 162, Austinchester, WV 27939",50,F,Graduate,Employed,Divorced,Central,45774,447,1127.97,441.41,18,8,8.9,3.6,12,Medium_Income_Medium_Spend,2022-03-15
CUST_001047,Lori,Nguyen,lori.nguyen@email.com,(395)255-1005,"842 Ruben Extensions Apt. 003, Smithmouth, DC 17409",35,F,Some College,Employed,Divorced,North,44371,571,822.19,886.01,17,22,8.8,1.7,9,Medium_Income_High_Spend,2020-10-06
CUST_001048,Cynthia,Johnson,cynthiajohnson@gmail.com,001-383-803-4243x7539,"091 Fletcher Forges, South Marychester, RI 51030",22,F,Some College,Employed,Single,North,55864,367,1652.54,186.3,9,13,9.4,4.4,10,Medium_Income_Low_Spend,2019-03-15
CUST_001049,Sara,Ruiz,sararuiz@gmail.com,+1-840-833-0454x41061,"08445 Cory Stream Apt. 764, New Sierra, MP 91372",62,F,Some College,Employed,Married,South,61049,584,7219.69,1122.62,24,46,6.6,6.4,9,Medium_Income_High_Spend,2021-07-16
CUST_001050,Christopher,Smith,christopher.smith@email.com,(841)815-0509,"52552 Heather Dale, West Wesleyside, ID 60273",21,M,High School,Employed,Single,Central,69960,780,230.69,668.84,14,62,7.2,2.6,22,High_Income_Medium_Spend,2020-02-07
CUST_001051,Matthew,Fields,matthewfields@gmail.com,554.704.7625,"15255 Davenport Mountain, Padillaside, ND 23722",62,M,Some College,Employed,Married,East,57663,422,12738.11,235.61,8,17,6.7,9.2,11,Medium_Income_Low_Spend,2020-11-19
CUST_001052,James,Walker,james_walker@outlook.com,948.390.3045x880,"42293 Bernard Isle Suite 592, West Jillstad, OK 53816",47,M,High School,Employed,Married,North,24181,809,1487.75,189.71,6,8,9.1,9.2,11,Low_Income_Low_Spend,2022-07-10
CUST_001053,Jessica,Wallace,jessicawallace@gmail.com,+1-991-813-7983x045,"Unit 7451 Box 1608, DPO AP 47247",67,F,Graduate,Employed,Married,East,28473,673,4309.9,447.13,14,10,9.2,4.6,5,Low_Income_Medium_Spend,2022-08-19
CUST_001054,Tracy,Hudson,tracy_hudson@outlook.com,8152221336,"7612 Adrian Park, Peterville, WA 15814",58,F,High School,Employed,Married,North,36024,623,58.23,641.16,15,26,7.6,7.2,10,Low_Income_High_Spend,2020-10-14
CUST_001055,Nicole,Cross,nicole_cross@outlook.com,001-897-299-2715,"PSC 3387, Box 8852, APO AP 48407",79,F,Some College,Employed,Married,South,42211,723,2825.87,418.95,10,4,4.8,6.8,6,Medium_Income_Medium_Spend,2020-09-25
CUST_001056,Nicholas,Richmond,nrichmond@yahoo.com,+1-998-868-1843,"900 Young Radial, Christinaport, WY 36767",40,M,Some College,Employed,Divorced,North,93924,783,13.71,1107.27,34,25,6.4,0.6,27,High_Income_High_Spend,2023-12-06
CUST_001057,Emily,Sutton,esutton@yahoo.com,+1-744-641-0769x2626,"5916 Sharon Street Suite 359, New Zachary, SC 83971",56,F,High School,Employed,Widowed,North,24885,684,732.24,229.81,10,29,5.6,5.0,13,Low_Income_Low_Spend,2020-09-22
CUST_001058,Michael,Bradley,michael_bradley@outlook.com,5799965857,"7843 Byrd Overpass, North Wendy, SD 88309",42,M,Bachelor's,Employed,Widowed,South,40349,752,2603.19,1049.45,16,9,8.5,4.7,5,Medium_Income_High_Spend,2021-01-14
CUST_001059,Annette,Mcdaniel,annettemcdaniel@gmail.com,876.413.5007x883,"854 Joel Field, Perkinsmouth, DC 73157",45,F,Bachelor's,Employed,Married,South,88573,483,5306.69,1104.23,22,9,7.8,3.8,17,High_Income_High_Spend,2023-01-13
CUST_001060,Felicia,Cannon,feliciacannon@gmail.com,001-323-612-6532x7355,"9032 John Orchard, Joneschester, WY 80766",50,F,Bachelor's,Employed,Married,West,41767,416,800.04,652.23,22,39,8.9,5.6,13,Medium_Income_High_Spend,2019-02-19
CUST_001061,Erin,Johnson,erin.johnson@email.com,255.855.7020,"36445 Lloyd Union Suite 121, Lake Carla, SC 19830",62,F,Bachelor's,Employed,Single,North,65909,551,9626.62,1205.31,10,73,8.5,15.4,17,High_Income_High_Spend,2022-01-17
CUST_001062,Karen,Oconnor,karen_oconnor@outlook.com,4655076122,"6446 Wright Avenue, Nathanmouth, AS 45079",74,F,Bachelor's,Unemployed,Widowed,Central,45984,450,1315.8,802.06,25,24,9.6,11.8,5,Medium_Income_High_Spend,2021-12-08
CUST_001063,Kevin,Williams,kevinwilliams@gmail.com,(935)860-7778x94332,"904 Johnson Pike, Lake Judy, IA 52970",56,M,Bachelor's,Employed,Married,East,58329,751,754.66,245.07,9,20,7.9,14.3,22,Medium_Income_Low_Spend,2022-07-20
CUST_001064,Keith,Le,kle@yahoo.com,(969)702-2209,"USS Morales, FPO AA 79864",43,M,High School,Student,Divorced,South,43595,523,1858.82,840.59,11,25,9.1,6.0,4,Medium_Income_High_Spend,2023-02-16
CUST_001065,Andrew,Schneider,aschneider@yahoo.com,601.251.2003x934,"16218 Gina Throughway Apt. 919, New Samantha, WY 85540",43,M,Some College,Employed,Married,West,74609,657,4861.96,161.84,12,21,7.0,0.2,10,High_Income_Low_Spend,2019-01-09
CUST_001066,Leon,Rodriguez,leon.rodriguez@email.com,530-971-2260x08228,"70549 Henry Plains Suite 282, South Jamesburgh, UT 87039",55,M,Bachelor's,Employed,Married,South,19786,682,16694.76,388.64,11,31,4.9,1.9,8,Low_Income_Medium_Spend,2019-08-29
CUST_001067,Joseph,Steele,joseph.steele@email.com,001-701-426-9804x4665,"6096 Deborah Village Suite 724, Gregorymouth, IL 59882",36,M,Graduate,Unemployed,Single,South,40207,741,2228.81,322.37,8,30,5.9,0.5,9,Medium_Income_Low_Spend,2019-09-24
CUST_001068,Krista,Neal,kneal@yahoo.com,978.984.0709x4657,"1298 Ashley Drives, Erichaven, AR 78978",29,F,Bachelor's,Employed,Single,North,59738,677,2456.35,802.41,14,53,9.2,2.6,6,Medium_Income_High_Spend,2021-03-05
CUST_001069,Chad,Hogan,chad.hogan@email.com,(761)564-1700,"860 Hughes Stravenue, Danielstown, WY 26881",40,M,High School,Employed,Single,South,68871,634,340.14,300.94,15,49,6.6,1.3,13,High_Income_Low_Spend,2021-05-02
CUST_001070,Angela,Franco,afranco@yahoo.com,+1-366-447-9512x7983,"85354 Mary Turnpike Apt. 199, New Angelaview, OH 03085",38,F,Graduate,Retired,Married,South,122461,680,11135.1,1960.15,28,26,8.3,1.8,9,High_Income_High_Spend,2020-02-29
CUST_001071,Joseph,Smith,joseph.smith@email.com,001-917-308-6715x207,"4043 Roger Plaza, Jessicafurt, NV 92171",38,M,Some College,Employed,Married,North,39544,767,836.55,261.35,12,69,8.0,0.9,19,Medium_Income_Low_Spend,2023-07-13
CUST_001072,Brittany,Barr,brittany_barr@outlook.com,(710)251-1090x07017,"0254 Martin Track, Lake Felicia, HI 04796",35,F,Some College,Employed,Single,North,121475,724,9866.01,974.86,26,16,8.9,4.0,10,High_Income_Medium_Spend,2023-01-23
CUST_001073,Bradley,Fritz,bradley.fritz@email.com,(797)559-9747,"9744 Michael Lights Suite 204, South Justinstad, WI 94715",24,M,Some College,Employed,Single,North,33670,340,8205.25,503.87,17,41,5.2,2.9,11,Low_Income_Medium_Spend,2022-09-01
CUST_001074,Christine,Carter,christine.carter@email.com,+1-851-333-7937x66997,"85571 Turner Shoals Apt. 584, Blackland, KY 36266",21,F,High School,Retired,Single,Central,110965,778,7440.23,667.11,16,48,7.6,2.1,23,High_Income_Medium_Spend,2020-06-24
CUST_001075,Leah,Johnson,ljohnson@yahoo.com,9356862405,"998 Clark Green, Kathymouth, FL 58352",75,F,Bachelor's,Employed,Married,West,81655,471,9569.67,613.01,12,6,7.8,6.1,11,High_Income_Medium_Spend,2020-06-10
CUST_001076,Norman,Rodriguez,normanrodriguez@gmail.com,810-785-1846,"35961 Brian Shoals, Cummingsborough, SD 36545",43,M,Bachelor's,Employed,Married,South,28903,775,3594.24,241.61,9,23,9.0,8.9,22,Low_Income_Low_Spend,2022-11-02
CUST_001077,Michael,York,michael_york@outlook.com,9024264259,"8298 Morse Plaza Apt. 921, Thomasview, PA 96032",41,M,Bachelor's,Employed,Married,East,60114,600,3166.5,485.26,17,71,5.6,1.8,18,Medium_Income_Medium_Spend,2022-05-18
CUST_001078,Joshua,Griffin,joshuagriffin@gmail.com,(304)629-3717x8472,"75804 Mcbride Road Apt. 676, Lawrenceside, NC 60928",52,M,Graduate,Employed,Married,East,48486,591,827.66,679.94,31,33,7.5,8.4,8,Medium_Income_High_Spend,2022-08-07
CUST_001079,Todd,Rivera,todd_rivera@outlook.com,458-547-4134x019,"596 Heather Isle, Lake Bonnieview, MS 33163",35,M,Bachelor's,Employed,Married,Central,72775,616,8042.44,1392.95,18,86,7.5,3.7,14,High_Income_High_Spend,2022-12-09
CUST_001080,Kelli,Johnson,kellijohnson@gmail.com,(748)844-7936,"6862 Jacqueline Garden, Port Stevenchester, MA 80886",69,F,High School,Student,Single,Central,43731,744,3797.18,515.56,10,12,5.0,0.8,5,Medium_Income_Medium_Spend,2020-10-27
CUST_001081,David,Johnson,david_johnson@outlook.com,431-960-2274x33037,"244 Brennan Knoll Suite 311, Lake Charles, ND 92058",57,M,Graduate,Employed,Married,West,41582,672,5043.96,238.93,6,17,6.2,5.0,12,Medium_Income_Low_Spend,2022-08-19
CUST_001082,Alexis,Stephens,astephens@yahoo.com,(687)780-6615,"663 Hamilton Station Suite 180, Lake Melissa, TX 68953",27,F,Some College,Employed,Divorced,North,113690,722,2768.75,1449.3,30,14,4.4,0.3,4,High_Income_High_Spend,2019-04-30
CUST_001083,Casey,Taylor,casey_taylor@outlook.com,(688)866-9059,"88284 Stephenson Isle Apt. 031, Port Emily, GU 81358",43,F,High School,Unemployed,Single,East,47124,838,1064.56,131.76,11,28,6.7,4.2,10,Medium_Income_Low_Spend,2021-07-30
CUST_001084,Kimberly,Camacho,kimberly_camacho@outlook.com,412.932.0366x864,"USCGC Gardner, FPO AE 56531",62,F,Some College,Retired,Married,South,82095,751,13395.48,417.34,11,28,6.2,2.0,11,High_Income_Low_Spend,2022-01-13
CUST_001085,Theresa,Park,theresa_park@outlook.com,001-952-572-8760x32087,"06283 Joseph Roads Suite 573, Pamelaburgh, ID 85746",68,F,Bachelor's,Retired,Married,South,43677,473,2431.13,450.1,20,19,5.7,0.2,5,Medium_Income_Medium_Spend,2022-01-27
CUST_001086,Carl,Brock,cbrock@yahoo.com,570.204.5358x597,"USCGC Walker, FPO AP 88213",44,M,Bachelor's,Employed,Single,West,135914,742,18426.58,350.9,9,24,6.3,3.3,8,High_Income_Low_Spend,2023-09-21
CUST_001087,Roger,Jackson,rogerjackson@gmail.com,(870)542-4025x554,"Unit 7704 Box 1167, DPO AP 70943",50,M,Bachelor's,Employed,Married,North,33282,642,14670.64,118.59,4,23,8.9,6.2,8,Low_Income_Low_Spend,2022-02-11
CUST_001088,Sarah,Jones,sjones@yahoo.com,001-864-267-3865,"467 Jared Station Apt. 912, Amymouth, MI 70579",32,F,Bachelor's,Employed,Married,West,34589,597,6608.85,443.66,14,80,6.5,4.9,27,Low_Income_Medium_Spend,2022-08-22
CUST_001089,John,Norris,john.norris@email.com,6064239459,"6089 Clark Corner, Lake Brandon, VI 32605",76,M,Bachelor's,Employed,Divorced,North,124803,799,1787.95,750.7,29,55,5.8,0.3,8,High_Income_Medium_Spend,2022-10-18
CUST_001090,Laura,Johnson,ljohnson@yahoo.com,538-771-6283,"8108 Stacey Lakes, East Stephen, MP 26417",35,F,Some College,Student,Married,Central,38285,665,7702.87,421.7,15,24,7.6,9.1,10,Low_Income_Medium_Spend,2023-04-10
CUST_001091,Gabriel,Ellis,gabriel_ellis@outlook.com,(777)828-7156,"9457 Carroll Ridge Suite 505, Peggybury, UT 82970",68,M,Some College,Employed,Married,Central,130669,476,9064.69,630.92,18,0,7.5,7.2,10,High_Income_Low_Spend,2019-08-22
CUST_001092,Jasmine,Hart,jasmine.hart@email.com,+1-417-714-8541x8395,"07882 Preston Island Apt. 192, West Marilynstad, NM 39219",51,F,Some College,Retired,Married,West,85381,471,2027.53,1382.68,26,16,7.8,10.3,10,High_Income_High_Spend,2023-09-26
CUST_001093,Michael,Flores,mflores@yahoo.com,5302276947,"0353 Jennifer Course, Lake Victoria, FM 37952",49,M,Some College,Employed,Married,North,45569,433,487.06,1076.1,18,4,5.8,1.6,12,Medium_Income_High_Spend,2022-11-04
CUST_001094,Adam,Park,apark@yahoo.com,001-436-334-0941,"2579 Aguilar Circle, West Sarafort, PA 33646",46,M,Graduate,Retired,Married,North,16845,679,1097.14,441.69,14,69,4.6,2.1,9,Low_Income_High_Spend,2019-09-20
CUST_001095,Brandon,Mcbride,brandonmcbride@gmail.com,+1-632-554-6018x9113,"1339 Holt Mountain Suite 861, South John, GU 17333",35,M,Some College,Employed,Married,South,49424,692,653.74,607.74,7,15,8.5,3.2,2,Medium_Income_Medium_Spend,2023-04-01
CUST_001096,Brian,Wilson,bwilson@yahoo.com,3296138130,"029 Angela Rue Apt. 966, Lisaburgh, ID 15838",33,M,Some College,Employed,Divorced,West,53144,721,115.57,456.99,12,6,7.8,3.3,15,Medium_Income_Medium_Spend,2022-01-28
CUST_001097,Roger,Rodriguez,rrodriguez@yahoo.com,001-890-582-1335,"66704 Rhonda Corner, Port Dianaside, MH 74318",35,M,Some College,Student,Divorced,Central,100721,571,28256.31,826.99,22,87,8.6,3.4,9,High_Income_Medium_Spend,2019-01-11
CUST_001098,Anna,Wilson,anna.wilson@email.com,774.805.0133x20344,"48765 Margaret Park Suite 525, Hernandezland, GU 49957",33,F,Bachelor's,Employed,Divorced,North,129683,814,12921.74,1185.91,18,21,8.4,3.3,18,High_Income_High_Spend,2019-05-02
CUST_001099,Peter,Clark,peterclark@gmail.com,(803)578-1105x7039,"0059 Powell Ranch Suite 693, Port John, UT 60953",57,M,Graduate,Employed,Married,Central,33150,499,6177.31,985.99,38,48,8.3,14.4,8,Low_Income_High_Spend,2019-03-13
CUST_001100,Anthony,Snyder,anthony.snyder@email.com,001-558-400-9714x0863,"65874 Keith Plains, New Nancy, GA 32404",40,M,Bachelor's,Employed,Single,West,80861,431,1306.81,359.45,5,14,9.2,1.2,6,High_Income_Low_Spend,2019-03-31
CUST_001101,Julie,Greene,julie_greene@outlook.com,7977228582,"1391 Harrington Forest Suite 823, Simpsonside, PW 27526",25,F,High School,Employed,Single,South,79144,613,132.16,1913.66,28,40,9.2,1.7,18,High_Income_High_Spend,2022-03-14
CUST_001102,Kimberly,Burns,kburns@yahoo.com,(793)623-8004x3647,"674 Philip Overpass Apt. 206, North Stephen, MI 22607",71,F,Bachelor's,Employed,Married,West,95209,643,6647.1,589.39,19,41,6.2,5.1,6,High_Income_Medium_Spend,2020-05-24
CUST_001103,Kenneth,Castillo,kenneth.castillo@email.com,3146584081,"7281 Dawson Squares, Snowland, MT 71150",63,M,Some College,Employed,Married,North,67440,673,9774.16,833.05,37,1,7.7,8.4,6,High_Income_High_Spend,2019-08-10
CUST_001104,Jane,Garcia,jane_garcia@outlook.com,(703)661-1892x6055,"2683 Hunter Glens Apt. 771, Lindsayborough, LA 89191",66,F,Bachelor's,Employed,Married,South,15588,602,11994.8,370.92,13,8,6.5,5.5,11,Low_Income_Medium_Spend,2022-11-20
CUST_001105,Dominic,Parks,dominic_parks@outlook.com,859-456-6003x011,"86974 Hannah Run, Manningborough, MS 70018",78,M,High School,Employed,Married,South,45548,518,11973.99,434.55,17,25,3.6,3.0,9,Medium_Income_Medium_Spend,2019-06-11
CUST_001106,David,Richardson,drichardson@yahoo.com,3958709340,"81136 Chase Terrace Apt. 348, Annaborough, VI 98215",32,M,Graduate,Employed,Single,Central,24993,617,7589.31,694.26,13,62,1.6,0.9,7,Low_Income_High_Spend,2022-04-13
CUST_001107,Tyrone,Hess,tyrone_hess@outlook.com,3066279595,"4966 Carter Village Apt. 756, South Matthew, NY 01517",42,M,Bachelor's,Employed,Married,Central,44277,680,1245.12,379.01,15,31,8.2,8.3,8,Medium_Income_Low_Spend,2019-11-14
CUST_001108,Walter,Rodriguez,wrodriguez@yahoo.com,001-717-334-4794x5923,"326 Blankenship Passage, Higginston, AR 12362",56,M,High School,Employed,Married,West,90019,629,1367.51,786.48,21,72,8.7,5.1,8,High_Income_Medium_Spend,2019-12-10
CUST_001109,Jeremy,Marshall,jeremymarshall@gmail.com,229-645-7613,"414 Colleen Route Apt. 552, Lake Jason, GA 88909",53,M,Bachelor's,Employed,Married,East,60046,495,1718.63,615.92,13,42,7.0,1.8,4,Medium_Income_Medium_Spend,2023-03-23
CUST_001110,Joseph,Kennedy,jkennedy@yahoo.com,(667)998-1302x656,"USCGC Davis, FPO AE 45281",31,M,Graduate,Retired,Divorced,West,99572,566,884.55,439.45,16,63,6.8,4.3,12,High_Income_Low_Spend,2022-12-19
CUST_001111,Kelly,Anderson,kelly_anderson@outlook.com,001-318-870-8941x0791,"4461 Yvonne Walks Apt. 097, Laurenburgh, VA 40081",58,F,Graduate,Employed,Married,North,61379,762,10341.03,822.4,20,22,9.4,12.9,10,Medium_Income_High_Spend,2019-07-28
CUST_001112,Shelley,Burns,shelley.burns@email.com,001-288-952-3774x8770,"253 Matthew Court, North Karen, VA 73236",35,F,Some College,Employed,Single,West,22943,354,7915.72,276.0,12,8,8.4,7.0,17,Low_Income_Medium_Spend,2020-12-06
CUST_001113,Sandra,Pierce,sandra_pierce@outlook.com,(826)879-9096,"653 Maria Rue, Stephenchester, ME 53258",35,F,Graduate,Employed,Single,Central,11018,601,1075.39,161.38,7,24,7.5,3.5,9,Low_Income_Low_Spend,2023-08-01
CUST_001114,Norma,Barnett,norma.barnett@email.com,(910)203-7090,"088 Ellison Squares Suite 932, South Laurenton, OK 67983",47,F,Some College,Retired,Married,East,54670,540,11218.54,110.73,8,4,6.6,4.1,12,Medium_Income_Low_Spend,2021-10-31
CUST_001115,Cynthia,Wagner,cynthiawagner@gmail.com,+1-226-974-8762x965,"6572 Ruiz Lake Suite 198, New Dakota, OR 36080",49,F,Some College,Employed,Married,Central,43977,435,277.06,255.92,10,63,5.5,1.1,20,Medium_Income_Low_Spend,2019-03-13
CUST_001116,Kathleen,Ray,kathleen.ray@email.com,8034452202,"32645 Stephanie Landing, Walkertown, RI 94315",48,F,High School,Employed,Married,West,27823,521,4506.61,579.57,20,60,6.5,0.9,13,Low_Income_High_Spend,2019-11-30
CUST_001117,Olivia,Duarte,oduarte@yahoo.com,640.963.5168x522,"1258 Timothy Roads Apt. 053, Cummingschester, PA 27877",28,F,Some College,Employed,Single,North,18023,593,2294.63,380.94,13,26,8.3,1.5,13,Low_Income_Medium_Spend,2019-08-10
CUST_001118,Cheyenne,Vasquez,cheyenne_vasquez@outlook.com,534.922.8562,"2259 Curtis Fort, Lake Thomas, WI 96622",62,F,Some College,Employed,Married,Central,32175,672,1528.11,571.99,15,14,5.8,1.6,13,Low_Income_High_Spend,2019-05-12
CUST_001119,Michael,Mcclure,mmcclure@yahoo.com,9892423403,"31883 Richardson Roads, East Michaelfort, MH 72253",37,M,High School,Employed,Divorced,South,44493,456,6328.73,450.76,10,32,5.2,1.3,9,Medium_Income_Medium_Spend,2022-07-14
CUST_001120,Lori,Smith,lsmith@yahoo.com,237.819.8517x696,"4215 Wade Plains Apt. 792, Robertsmouth, IL 93993",30,F,Some College,Employed,Married,North,74556,769,1188.06,337.3,8,10,8.8,2.2,10,High_Income_Low_Spend,2021-12-04
CUST_001121,Charles,Holloway,cholloway@yahoo.com,496.588.5934,"97997 Erica Common, Andrewburgh, CT 78339",63,M,Graduate,Retired,Married,Central,55992,439,3454.36,928.34,22,9,8.3,5.1,12,Medium_Income_High_Spend,2022-02-02
CUST_001122,Katrina,Todd,katrina.todd@email.com,+1-265-851-0250x66686,"7671 Poole Ports, Wrightside, OR 47473",69,F,Bachelor's,Employed,Married,East,131218,452,15541.68,743.67,27,24,6.1,3.7,10,High_Income_Medium_Spend,2023-08-16
CUST_001123,Misty,Davis,mistydavis@gmail.com,001-703-785-2427x6221,"74396 Candace Glens Suite 940, New Anna, MD 98031",61,F,Bachelor's,Employed,Married,South,26861,399,1783.69,507.42,14,12,3.6,5.8,7,Low_Income_High_Spend,2021-05-05
CUST_001124,Dustin,Cox,dustin.cox@email.com,001-453-917-0873x00210,"USCGC Powers, FPO AE 90009",58,M,Some College,Unemployed,Married,North,84831,850,15404.04,1108.56,20,31,6.8,8.2,8,High_Income_High_Spend,2019-10-21
CUST_001125,Patrick,Jackson,patrickjackson@gmail.com,001-367-832-2348x7493,"91090 Dunn Meadows, Corteztown, WA 58482",51,M,Some College,Employed,Single,East,51439,434,10860.34,520.48,16,85,8.5,3.1,6,Medium_Income_Medium_Spend,2019-06-02
CUST_001126,Daniel,Trevino,daniel.trevino@email.com,(764)747-8937,"76090 Tyler Mall Suite 581, West Michaelfort, GU 32865",47,M,High School,Unemployed,Married,South,75855,504,1462.27,560.11,15,20,8.6,8.5,11,High_Income_Medium_Spend,2019-06-27
CUST_001127,Mike,Barnes,mikebarnes@gmail.com,001-244-773-3878,"566 Hull Corners, South Amy, MH 40208",27,M,High School,Employed,Single,North,38479,453,2121.42,642.12,23,6,6.9,0.2,11,Low_Income_High_Spend,2021-02-08
CUST_001128,Natalie,Ramos,natalie.ramos@email.com,001-788-283-7434,"593 Randall Summit Suite 023, New Michelleshire, MP 88721",42,F,Graduate,Retired,Single,South,95110,672,3924.79,760.97,24,35,5.6,4.5,6,High_Income_Medium_Spend,2023-08-05
CUST_001129,James,Long,james_long@outlook.com,+1-424-334-3548x695,"560 William Circles, New Amyborough, MA 41178",41,M,High School,Unemployed,Single,North,59690,629,2754.23,634.84,14,10,5.2,0.3,10,Medium_Income_Medium_Spend,2023-10-28
CUST_001130,Jennifer,Roberts,jroberts@yahoo.com,(304)390-3764x74769,"15039 Hale Keys, Mckinneyland, SC 74298",36,F,Bachelor's,Employed,Married,North,33260,489,2670.17,584.01,25,34,7.9,1.4,24,Low_Income_High_Spend,2021-05-03
CUST_001131,Stephanie,Williams,stephaniewilliams@gmail.com,215-389-3335x2866,"0029 Floyd Orchard Apt. 801, North Jackport, AS 46876",54,F,Bachelor's,Retired,Married,East,49641,349,423.35,950.46,16,55,6.7,1.7,11,Medium_Income_High_Spend,2023-11-30
CUST_001132,Scott,Davis,scott_davis@outlook.com,+1-315-580-6194,"PSC 5055, Box 1919, APO AE 76049",45,M,High School,Employed,Single,West,43306,772,9520.04,394.65,11,39,7.7,2.3,20,Medium_Income_Medium_Spend,2021-01-25
CUST_001133,Jason,Kim,jkim@yahoo.com,767.217.0804x92932,"612 Jared Dam, Port Jamesshire, MI 21891",27,M,Bachelor's,Employed,Married,South,67056,748,1544.66,1389.21,26,62,8.0,1.5,16,High_Income_High_Spend,2020-04-12
CUST_001134,Tonya,Williams,tonya_williams@outlook.com,001-440-903-7177x58856,"6112 Mccormick Streets, Lake Antonio, IN 08305",35,F,High School,Unemployed,Widowed,Central,24635,718,6.27,1019.86,12,35,8.5,4.1,17,Low_Income_High_Spend,2023-11-19
CUST_001135,Wendy,Vargas,wendyvargas@gmail.com,(316)357-1211x860,"PSC 2399, Box 3302, APO AA 47316",52,F,Bachelor's,Student,Divorced,North,49127,454,6168.64,1429.84,24,40,4.1,2.1,8,Medium_Income_High_Spend,2019-05-15
CUST_001136,Lauren,Reese,lreese@yahoo.com,001-379-220-6231x45968,"196 Tammy Knolls Apt. 521, East Karenborough, WY 55838",26,F,Bachelor's,Employed,Divorced,North,63384,438,4552.72,479.1,15,14,6.2,4.2,13,Medium_Income_Medium_Spend,2020-09-15
CUST_001137,Abigail,Martinez,abigailmartinez@gmail.com,318-604-4608x197,"6954 Knight Knoll, Port Richardshire, TX 97520",60,F,Graduate,Employed,Married,Central,51001,710,24096.64,775.26,28,23,6.7,7.2,5,Medium_Income_High_Spend,2021-09-06
CUST_001138,Gary,Kerr,gary.kerr@email.com,706.227.4566x98398,"414 Elizabeth Shoals, West Christinemouth, VI 85768",45,M,Some College,Employed,Married,West,112189,545,10301.27,1541.28,24,9,8.0,5.3,8,High_Income_High_Spend,2023-08-20
CUST_001139,Jeremy,Jordan,jeremy_jordan@outlook.com,838-647-6691x95301,"74685 Dennis Tunnel Suite 297, Millerfurt, MS 18471",45,M,High School,Unemployed,Single,South,79554,496,2620.39,658.16,30,24,8.5,12.6,6,High_Income_Medium_Spend,2022-03-04
CUST_001140,Patricia,Fernandez,patricia.fernandez@email.com,(303)849-8246x89670,"7402 Penny View, Craneborough, CO 94453",49,F,High School,Employed,Married,North,49776,483,15888.0,511.95,8,5,8.5,6.5,9,Medium_Income_Medium_Spend,2019-09-20
CUST_001141,Teresa,Morris,tmorris@yahoo.com,623-852-5600x858,"15052 Connie Street Apt. 531, Lake David, KY 49189",59,F,Bachelor's,Employed,Married,South,56942,708,2833.92,280.02,14,24,8.8,1.6,6,Medium_Income_Low_Spend,2020-08-31
CUST_001142,Thomas,Smith,thomas.smith@email.com,+1-493-642-3221x091,"PSC 3141, Box 4087, APO AP 29657",40,M,High School,Employed,Single,West,59705,518,8873.07,1767.9,24,7,8.0,3.2,21,Medium_Income_High_Spend,2022-03-12
CUST_001143,Derek,Meadows,dmeadows@yahoo.com,377.398.2402,"13799 Wayne Shoal, North Lindashire, MS 20240",52,M,High School,Employed,Married,East,63688,489,2527.41,262.4,13,59,2.8,0.7,17,Medium_Income_Low_Spend,2020-01-14
CUST_001144,Shannon,Martin,shannon_martin@outlook.com,(457)889-6355x87745,"882 Kaitlyn Park Apt. 544, East Danielle, ID 43353",48,F,Some College,Employed,Single,South,16720,568,169.36,204.16,10,53,6.4,0.5,9,Low_Income_Low_Spend,2019-05-31
CUST_001145,Audrey,Nolan,audrey_nolan@outlook.com,482.980.5034x55388,"6766 Erickson Place Apt. 887, Manuelhaven, NV 10859",37,F,Some College,Employed,Single,South,41725,654,5578.82,969.84,20,11,4.0,5.6,1,Medium_Income_High_Spend,2019-03-11
CUST_001146,Nathan,Anderson,nathan.anderson@email.com,+1-475-831-3685x9315,"4144 Adam Viaduct, North Lindaland, KY 38008",62,M,High School,Employed,Married,Central,20519,544,1687.15,307.95,13,22,8.5,11.6,4,Low_Income_Medium_Spend,2022-03-07
CUST_001147,Henry,Garza,henrygarza@gmail.com,+1-964-357-4433x199,"33497 Cindy Ville Suite 010, Lake Jamieport, IN 39100",57,M,Graduate,Employed,Married,Central,107661,579,3856.31,1195.76,42,28,5.0,3.5,14,High_Income_High_Spend,2021-05-29
CUST_001148,Elizabeth,Greene,elizabeth.greene@email.com,(885)286-1888x178,"USNS Wilson, FPO AP 77933",51,F,Graduate,Student,Married,Central,48207,685,6582.87,265.97,10,10,7.5,5.1,8,Medium_Income_Low_Spend,2021-02-25
